Instrumento;Link Externo;UF;Municipio;CNPJ;Nome Proponente;Modalidade;Emenda;Objeto;Situacao;Natureza Juridica;Inicio Vigencia;Fim Vigencia; Valor Global ;Valor Empenhado; Valor Liberado ; Total em Movimentacoes Financeiras ; Saldo em conta ; Vl Devolvido ;PC Informatizada;Relatorios de Execucao;Ação de Monitoramnto;Percental  Exec;Parecer Financeiro;Grau de Prioridade;Acao de Analise de PC;Data Limite para Apresentar PC;Data    de    Envio da  PC;Dias de Atraso    Envio da PC;Status de Execucao;Analise de Equipamentos;Percentual de Evolucoo da Analise;Parecer Tec -Merito;Pareceres Incluidos na Plataforma;Execução  Finaceira Concedente  e Convenente;Devolucao de Saldo p Uniao;Resto a Pagar ;Tecnico / Analista;Processo SEI;Nota de Risco;Limite Toler  Risco;Faixa de Risco;Data de Vinculo Fiscal ;Dias apos Envio da PC;ANOTACOES OBS;Ano; Contrapartida ; ALERTA de                       Execução Financeira ; ALERTA Sem Desembolso ; ALERTA Sem Pgt + 150 Dias ; Acordão  TCU1203 ; GRAU DE PRIORIDADE ;
862771;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1289725&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;30/12/2017;31/03/2021;5.519.900,00; -   ;5.181.800,00;5.200.000,00; -   ;152.499,54;SIM;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;18/08/2023;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 94,21%   |  Convenente: 99,97%;Sem Dados;Sem Dados;JOSIELY;2,50004969382017E+16;0,732744;;;31/12/2025;-;"Cotação Prévia de Preços-Divulgação Eletrônica CPP-DE 03/2023 - 	licitacao.emendas.fap@gmail.com - Status da Cotação	Encerrada EM 20/09/2023 
REDE DE CUIDADOS À PESSOA COM DEFICIÊNCIA - AÇÃO 8535 - TRIAGEM AUDITIVA NEONATAL - CONVÊNIO - PROGRAMA";2017;19.900,00;Negativo;-;-;NÃO;#N/D;*
863148;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1288226&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;CONVENIO;NÃO;FOMENTO À PESQUISA, DESENVOLVIMENTO E INOVAÇÃO NO NUTES;Em execução;Administração Pública Estadual ou do Distrito Federal;30/12/2017;30/12/2026;21.011.187,00;5.327.796,75;21.011.187,00;18.180.758,86;3.203.130,84; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;28/02/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 86,53%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JOSIELY;2,50004954522017E+16;-;;;20/04/2023;-;REDE DE CUIDADOS À PESSOA COM DEFICIÊNCIA - AÇÃO 8535 - TRIAGEM AUDITIVA NEONATAL - CONVÊNIO - PROGRAMA;2017;0;Até 90 dias;Até 90 dias;Não;NÃO;#N/D;*
863539;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1280072&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;30/12/2017;28/06/2024;349.683,00;44.549,61;299.433,55;280.648,53; -   ;20.592,29;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;31/12/2024;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 85,63%   |  Convenente: 93,73%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;993752017;-;;;Sem Vínculo;-;PAGOU NOTA FISCAL A MENOR?;2017;0;Negativo;-;-;NÃO;#N/D;*
863749;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1284974&Usr=guest&Pwd=guest;PB;PATOS;11242822000103;FUNDO MUNICIPAL DE SAUDE;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE CENTRO DE CONTROLE DE ZOONOSES;Prestação de Contas Concluída;Administração Pública Municipal;30/12/2017;31/12/2021;1.356.647,64;118.623,96;118.623,96; -   ; -   ;120.854,58;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2022;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 11,86%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;1019502017;-;;;Sem Vínculo;-;Emenda 71160010 R$ 700.317,00 - Bancada da Paraiba ;2017;0;Negativo;-;-;NÃO;#N/D;*
863773;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1287647&Usr=guest&Pwd=guest;PB;ALAGOA NOVA;11838096000188;FUNDO MUNICIPAL DE SAUDE DE ALAGOA NOVA;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Administração Pública Municipal;30/12/2017;30/05/2025;513.721,36;500.000,00;500.000,00;409.046,96; -   ;112.949,18;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;19/06/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 79,62%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;1033382017;-;;;Sem Vínculo;-;Emenda 71160010 R$ 3.553.974,00 - Bancada da Paraiba - - Desembolso em 28/07/2023                                Não cotou aspirador de Secreção;2017;13.721,36;Negativo;-;-;NÃO;#N/D;*
868406;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348601&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;25/10/2018;31/03/2021;250.000,00;240.243,64;240.243,64;240.243,64; -   ;3.231,21;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;26/08/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 96,10%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JOSIELY;2,50000764502018E+16;0,739218;;;31/12/2025;331; Emenda 71160010  R$ 819.083,00 - Bancada da Paraiba   Falta cotar 4 equipamentos;2018;0;Negativo;-;-;NÃO;#N/D;46226
868408;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348605&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;25/10/2018;31/03/2021;101.000,00;86.962,00;86.962,00;87.840,00; -   ;1.151,56;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;03/03/2023;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 86,96%   |  Convenente: 99,86%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;2,50000764452018E+16;0,741902;;;06/06/2022;-;Não cotou CPAP -  92% ITENS                          Emenda 71160010 R$ 1.334.814,00 - Bancada da Paraiba;2018;1.000,00;Negativo;-;-;NÃO;#N/D;*
868410;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348599&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;25/10/2018;31/12/2021;250.150,00; -   ;230.816,24;230.954,66; -   ; -   ;SIM;PENDENTE;ANALISAR RELATÓRIOS;100%;EMITIDO.;Indefinida;EMITIR PARECER NA PLATAFORMA;23/02/2026;17/03/2023;0;Execução Total;NT EMITIDA;66,67%;PT EMITIDO;INCLUÍDOS;FNS: 92,33%   |  Convenente: 96,63%;RECOLHIDO;CANCELADO;BARTOLOMEU;2,50000764472018E+16;0,745054;0,8999999;A;31/12/2025;1224;Falta DAET incluir o parecer no Transferegov.;2018;8.200,77;Negativo;-;-;NÃO;#N/D;1224
868411;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348610&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;15/08/2018;27/12/2026;100.000,00;100.000,00;82.548,00;22.389,00;78.450,67; -   ;NÃO;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;25/02/2027;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 82,55%   |  Convenente: 27,12%;Sem Dados;Sem Dados;JULIO;2,50000764532018E+16;-;;;25/07/2024;-;DESEMBOLSO 24/06/2024 -EXECUÇÃO TOTAL DO OBJETO EM 11/09/2024;2018;0;Acima de 365 dias;Acima de 365 dias;Sim;NÃO;4ª Prioridade;*
868412;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348607&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;23/08/2018;31/03/2021;100.000,00;72.553,00;72.553,00;71.403,00; -   ;1.708,21;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/05/2021;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 72,55%   |  Convenente: 98,41%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;2,50000764552018E+16;0,737081063;;;31/12/2021;-;DESEMBOLSO 03/07/2024;2018;0;Negativo;-;-;NÃO;#N/D;*
868413;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348608&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;27/09/2018;02/02/2027;112.990,00;100.000,00; -   ; -   ; -   ; -   ;NÃO;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;03/04/2027;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 0,00%   |  Convenente: -;Sem Dados;Sem Dados;JULIO;2,50000764572018E+16;-;;;11/03/2029;-;DESEMBOLSO 12/06/2024;2018;0;Sem Desembolso;-;-;NÃO;#N/D;*
868792;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350539&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;27/09/2018;04/08/2026;503.222,00;325.519,00;424.350,00;410.550,00;85,78; -   ;NÃO;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;03/10/2026;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 84,89%   |  Convenente: 96,75%;Sem Dados;Sem Dados;JULIO;2,50000825612018E+16;-;;;19/12/2024;-;;2018;0;Acima de 365 dias;Acima de 365 dias;Sim;NÃO;#N/D;*
869670;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350344&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;25/10/2018;31/03/2021;302.369,00;282.470,00;282.470,00;284.700,00; -   ;1.172,16;SIM;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;30/05/2021;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 94,16%   |  Convenente: 99,95%;Sem Dados;Sem Dados;JULIO;2,50000798292018E+16;0,742831;;;06/06/2022;-;;2018;2.369,00;Negativo;-;-;NÃO;#N/D;*
869675;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350346&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;25/10/2018;31/12/2021;200.150,00; -   ;175.744,00;175.875,46; -   ;13,35;SIM;ANALISADOS;RELATÓRIOS ANALISADOS;96,30%;EMITIDO.;Indefinida;PRESTAÇÃO DE CONTAS ANALISADA;17/10/2023;;0;Execução Total;PENDENTE;83,33%;PT EMITIDO;NÃO INCLUÍDOS;FNS: 87,87%   |  Convenente: 98,96%;RECOLHIDO;CANCELADO;JULIO;2,50000798342018E+16;0,744287;;;20/12/2022;-;SEM DESEMBOLSO;2018;1.986,97;Negativo;-;-;NÃO;#N/D;*
869680;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350342&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;25/10/2018;31/12/2021;100.250,00; -   ;65.666,00;65.830,00; -   ;8,64;SIM;ANALISADOS;RELATÓRIOS ANALISADOS;96,30%;EMITIDO.;Indefinida;PRESTAÇÃO DE CONTAS ANALISADA;04/05/2023;;0;Execução Total;PENDENTE;83,33%;PT EMITIDO;NÃO INCLUÍDOS;FNS: 65,67%   |  Convenente: 94,22%;RECOLHIDO;CANCELADO;JOSIELY;2,50000798262018E+16;0,744033;;;30/01/2025;-;;2018;4.203,48;Negativo;-;-;NÃO;#N/D;*
869684;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350362&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;15/08/2018;16/06/2024;120.020,00;120.000,00;78.126,00;35.817,00; -   ;50.165,75;NÃO;PENDENTE;ANALISAR RELATÓRIOS;85,19%;PENDENTE;Indefinida;COBRAR PRESTAÇÃO DE CONTAS;15/08/2024;;0;Execução Total;NT EMITIDA;33,33%;PENDENTE;INCLUÍDOS;FNS: 65,11%   |  Convenente: 27,85%;RECOLHIDO;CANCELADO;FRANCIBERTO;2,50000798822018E+16;-;;;13/01/2023;707;;2018;50.494,14;Negativo;-;-;NÃO;#N/D;46226
869691;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350358&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;15/08/2018;15/06/2024;100.000,00;100.000,00;6.499,92; -   ; -   ;0,2;NÃO;ANALISADOS;RELATÓRIOS ANALISADOS;100%;EMITIDO.;Indefinida;PRESTAÇÃO DE CONTAS ANALISADA;09/04/2025;;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 6,50%   |  Convenente: 0,00%;RECOLHIDO;CANCELADO;FRANCIBERTO;2,50000798702018E+16;-;;;31/12/2025;470;;2018;0;Negativo;-;-;NÃO;#N/D;46226
869695;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350360&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;15/08/2018;29/12/2026;150.000,00;150.000,00;104.975,00;13.562,00;125.264,43; -   ;NÃO;ANALISADOS;RELATÓRIOS ANALISADOS;92,59%;PENDENTE;Indefinida;COBRAR PRESTAÇÃO DE CONTAS;27/02/2027;;0;Execução Total;NT EMITIDA;50,00%;PENDENTE;INCLUÍDOS;FNS: 69,98%   |  Convenente: 6,36%;RECOLHIDO;CANCELADO;JULIO;2,50000798772018E+16;-;;;19/12/2024;-;;2018;108.387,67;Acima de 365 dias;Acima de 365 dias;Sim;NÃO;#N/D;*
869733;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350351&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;23/08/2018;31/03/2021;500.400,00;447.054,00;447.054,00;440.652,00; -   ;11.816,26;SIM;PENDENTE;AGUARDAR EXECUÇÃO;70,37%;PENDENTE;Indefinida;MONITORAR EXECUÇÃO;31/10/2023;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 89,41%   |  Convenente: 98,57%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;2,50000798442018E+16;0,734742;;;26/01/2021;-;;2018;0;Negativo;-;-;NÃO;#N/D;*
869735;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350348&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;23/08/2018;31/03/2021;500.369,00; -   ;450.252,60;449.418,00; -   ;3.412,17;SIM;PENDENTE;AGUARDAR EXECUÇÃO;70,37%;PENDENTE;Indefinida;MONITORAR EXECUÇÃO;13/07/2023;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 90,05%   |  Convenente: 99,81%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;2,50000798402018E+16;0,736761;;;10/05/2021;-;;2018;0;Negativo;-;-;NÃO;#N/D;*
869737;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350354&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;23/08/2018;31/03/2021;100.110,00;49.260,00;49.260,00;41.680,00; -   ;8.415,43;SIM;ANALISADOS;RELATÓRIOS ANALISADOS;100%;EMITIDO.;Indefinida;PRESTAÇÃO DE CONTAS ANALISADA;13/10/2023;;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 49,26%   |  Convenente: 72,26%;RECOLHIDO;CANCELADO;JULIO;2,50000798602018E+16;0,737678;;;21/09/2022;-;;2018;8.424,37;Negativo;-;-;NÃO;#N/D;*
870112;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350356&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;27/09/2018;31/03/2021;201.000,00; -   ;173.906,00;174.780,00; -   ;586,21;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/03/2024;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 86,95%   |  Convenente: 99,93%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;2,50000798662018E+16;0,748781;;;04/07/2022;-;;2018;1.000,00;Negativo;-;-;NÃO;#N/D;*
871390;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1351530&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;04/10/2018;28/03/2024;753.598,07;649.993,00;649.993,00;732.715,06; -   ;80.587,84;NÃO;PENDENTE;AGUARDAR EXECUÇÃO;55,56%;PENDENTE;Indefinida;MONITORAR EXECUÇÃO;27/05/2024;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 97,23%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;455832018;-;;;Sem Vínculo;-;;2018;103.605,07;Negativo;-;-;NÃO;#N/D;*
871391;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1351529&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;04/10/2018;30/06/2026;428.950,81;399.960,00;399.960,00;420.617,84; -   ;110.050,58;NÃO;ANALISADOS;RELATÓRIOS ANALISADOS;100%;EMITIDO.;Indefinida;PRESTAÇÃO DE CONTAS ANALISADA;16/05/2026;;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 100,00%   |  Convenente: 98,06%;RECOLHIDO;CANCELADO;Fiscal Não Identificado;455822018;-;;;Sem Vínculo;-;;2018;28.990,81;Negativo;-;-;NÃO;#N/D;*
871392;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1356784&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Convênio Anulado;Organização da Sociedade Civil;18/12/2018;30/09/2023;499.744,00; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;AGUARDAR EXECUÇÃO;70,37%;PENDENTE;Indefinida;MONITORAR EXECUÇÃO;29/11/2023;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;479752018;-;;;Sem Vínculo;-;;2018;0;Negativo;-;-;NÃO;#N/D;*
